site.id,risk.type,species,season,index.value
P09,Encounter,lion,Dry,0.001169817
P10,Encounter,lion,Dry,0.001166412
P11,Encounter,lion,Dry,0.001156637
P12,Encounter,lion,Dry,0.001215228
P13,Encounter,lion,Dry,0.001741401
Q05,Encounter,lion,Dry,0.0005886
Q06,Encounter,lion,Dry,0.001610079
Q07,Encounter,lion,Dry,0.002875971
Q08,Encounter,lion,Dry,0.002777745
Q09,Encounter,lion,Dry,0.001481983
Q10,Encounter,lion,Dry,0.000861909
Q11,Encounter,lion,Dry,0.001042777
Q12,Encounter,lion,Dry,0.001425886
Q13,Encounter,lion,Dry,0.001737786
R05,Encounter,lion,Dry,0.000334467
R06,Encounter,lion,Dry,0.000808789
R07,Encounter,lion,Dry,0.001839724
R08,Encounter,lion,Dry,0.002478827
R09,Encounter,lion,Dry,0.00212102
R10,Encounter,lion,Dry,0.000948352
R11,Encounter,lion,Dry,0.00091477
R12,Encounter,lion,Dry,0.001280435
R13,Encounter,lion,Dry,0.001330561
S07,Encounter,lion,Dry,0.001198705
S08,Encounter,lion,Dry,0.002100001
S09,Encounter,lion,Dry,0.00312124
S10,Encounter,lion,Dry,0.001010063
S11,Encounter,lion,Dry,0.00070559
S12,Encounter,lion,Dry,0.001002185
S13,Encounter,lion,Dry,0.001064922
T08,Encounter,lion,Dry,0.00113237
T09,Encounter,lion,Dry,0.001389207
T10,Encounter,lion,Dry,0.000811401
T11,Encounter,lion,Dry,0.000654489
T12,Encounter,lion,Dry,0.000752489
T13,Encounter,lion,Dry,0.000840177
U09,Encounter,lion,Dry,0.000736948
U10,Encounter,lion,Dry,0.000711745
U11,Encounter,lion,Dry,0.000654953
U12,Encounter,lion,Dry,0.000668859
U13,Encounter,lion,Dry,0.000726622
V10,Encounter,lion,Dry,0.000489621
B03,Kill,zebra,Wet,67.70883653
B04,Kill,zebra,Wet,71.68146361
B05,Kill,zebra,Wet,71.7600328
B06,Kill,zebra,Wet,68.05752864
B07,Kill,zebra,Wet,55.57227985
B08,Kill,zebra,Wet,31.38575297
C02,Kill,zebra,Wet,74.20487622
C03,Kill,zebra,Wet,81.17616697
C04,Kill,zebra,Wet,84.62722752
C05,Kill,zebra,Wet,84.26323595
C06,Kill,zebra,Wet,80.63977476
C07,Kill,zebra,Wet,73.78137996
C08,Kill,zebra,Wet,62.19603918
C09,Kill,zebra,Wet,32.48708852
C10,Kill,zebra,Wet,17.99795267
C11,Kill,zebra,Wet,13.37446794
C12,Kill,zebra,Wet,12.00049248
C13,Kill,zebra,Wet,10.85164612
D02,Kill,zebra,Wet,82.62260728
D03,Kill,zebra,Wet,90.21550368
D04,Kill,zebra,Wet,93.73057176
D05,Kill,zebra,Wet,93.250568
D06,Kill,zebra,Wet,88.93157504
D07,Kill,zebra,Wet,82.05819989
D08,Kill,zebra,Wet,72.713048
D09,Kill,zebra,Wet,54.2429416
D10,Kill,zebra,Wet,22.65642998
D11,Kill,zebra,Wet,19.18069215
D12,Kill,zebra,Wet,16.25352149
D13,Kill,zebra,Wet,14.2615003
E01,Kill,zebra,Wet,76.13214965
E02,Kill,zebra,Wet,86.77055016
E03,Kill,zebra,Wet,94.87666855
E04,Kill,zebra,Wet,98.88416925
E05,Kill,zebra,Wet,98.33518664
E06,Kill,zebra,Wet,93.89179814
E07,Kill,zebra,Wet,86.50873437
E08,Kill,zebra,Wet,77.52637859
E09,Kill,zebra,Wet,63.11033961
E10,Kill,zebra,Wet,42.03280896
E11,Kill,zebra,Wet,24.10258381
E12,Kill,zebra,Wet,18.99981098
E13,Kill,zebra,Wet,15.22139874
F01,Kill,zebra,Wet,76.58787464
F02,Kill,zebra,Wet,86.90208336
F03,Kill,zebra,Wet,95.04245777
F04,Kill,zebra,Wet,98.70027941
F05,Kill,zebra,Wet,98.51730866
F06,Kill,zebra,Wet,94.54595996
F07,Kill,zebra,Wet,83.5499061
F08,Kill,zebra,Wet,79.90520603
F09,Kill,zebra,Wet,69.49057514
F10,Kill,zebra,Wet,46.92982629
F11,Kill,zebra,Wet,27.50608196
F12,Kill,zebra,Wet,19.70134616
F13,Kill,zebra,Wet,16.36269269
G01,Kill,zebra,Wet,73.28391135
G02,Kill,zebra,Wet,83.66786085
G03,Kill,zebra,Wet,90.5077224
G04,Kill,zebra,Wet,94.21671825
G05,Kill,zebra,Wet,94.38084527
G06,Kill,zebra,Wet,92.00982772
G07,Kill,zebra,Wet,86.24841986
G08,Kill,zebra,Wet,79.59763638
G09,Kill,zebra,Wet,70.91067376
G11,Kill,zebra,Wet,30.42324898
G12,Kill,zebra,Wet,20.61532811
G13,Kill,zebra,Wet,18.05578368
H01,Kill,zebra,Wet,65.62551679
H02,Kill,zebra,Wet,77.1458766
H03,Kill,zebra,Wet,83.78589047
H04,Kill,zebra,Wet,87.16831787
H05,Kill,zebra,Wet,88.65474216
H06,Kill,zebra,Wet,86.63955074
H07,Kill,zebra,Wet,83.19855319
H08,Kill,zebra,Wet,78.0079811
H09,Kill,zebra,Wet,70.83490199
H10,Kill,zebra,Wet,56.64105569
H11,Kill,zebra,Wet,35.15940994
H12,Kill,zebra,Wet,21.69008125
H13,Kill,zebra,Wet,22.0212456
I02,Kill,zebra,Wet,67.29588857
I03,Kill,zebra,Wet,75.41839954
I04,Kill,zebra,Wet,79.80246113
I05,Kill,zebra,Wet,81.50337493
I06,Kill,zebra,Wet,81.28490604
I07,Kill,zebra,Wet,79.70003672
I08,Kill,zebra,Wet,76.04172523
I09,Kill,zebra,Wet,70.60836446
I10,Kill,zebra,Wet,58.64369174
I11,Kill,zebra,Wet,38.78751034
I12,Kill,zebra,Wet,28.15405737
I13,Kill,zebra,Wet,23.89208732
J02,Kill,zebra,Wet,43.19359474
J03,Kill,zebra,Wet,64.78892898
J04,Kill,zebra,Wet,71.29221358
J05,Kill,zebra,Wet,74.80361221
J06,Kill,zebra,Wet,76.40431503
J07,Kill,zebra,Wet,76.31349264
J08,Kill,zebra,Wet,73.9506695
J09,Kill,zebra,Wet,69.63766846
J10,Kill,zebra,Wet,62.25674821
J11,Kill,zebra,Wet,46.63671483
J12,Kill,zebra,Wet,29.12110987
J13,Kill,zebra,Wet,29.8282844
K03,Kill,zebra,Wet,41.84847115
K04,Kill,zebra,Wet,61.77314964
K05,Kill,zebra,Wet,68.91032893
K06,Kill,zebra,Wet,72.23416366
K07,Kill,zebra,Wet,73.20168159
K08,Kill,zebra,Wet,72.07501353
K09,Kill,zebra,Wet,68.83837866
K10,Kill,zebra,Wet,62.92691997
K11,Kill,zebra,Wet,47.57070537
K12,Kill,zebra,Wet,37.47477325
K13,Kill,zebra,Wet,34.98979752
L03,Kill,zebra,Wet,24.56330499
L04,Kill,zebra,Wet,48.26922818
L05,Kill,zebra,Wet,64.285844
L06,Kill,zebra,Wet,68.62344398
L07,Kill,zebra,Wet,70.6837639
L08,Kill,zebra,Wet,70.00885918
L09,Kill,zebra,Wet,67.5018094
L10,Kill,zebra,Wet,61.65269264
L11,Kill,zebra,Wet,49.57940353
L12,Kill,zebra,Wet,39.0968623
L13,Kill,zebra,Wet,34.94749636
M03,Kill,zebra,Wet,18.46420718
M04,Kill,zebra,Wet,37.21467082
M05,Kill,zebra,Wet,55.68416118
M06,Kill,zebra,Wet,65.3001154
M07,Kill,zebra,Wet,67.63968664
M08,Kill,zebra,Wet,67.57070747
M09,Kill,zebra,Wet,65.56026198
M10,Kill,zebra,Wet,60.10280985
M11,Kill,zebra,Wet,50.29687263
M12,Kill,zebra,Wet,41.29843113
M13,Kill,zebra,Wet,35.54223004
N03,Kill,zebra,Wet,14.09090753
N04,Kill,zebra,Wet,26.27190269
N05,Kill,zebra,Wet,46.49039677
N06,Kill,zebra,Wet,57.72274903
N07,Kill,zebra,Wet,63.53983275
N08,Kill,zebra,Wet,64.16074815
N09,Kill,zebra,Wet,64.85229371
N10,Kill,zebra,Wet,58.9332893
N11,Kill,zebra,Wet,52.08021679
N12,Kill,zebra,Wet,46.05321699
N13,Kill,zebra,Wet,40.30150522
O04,Kill,zebra,Wet,18.49362583
O05,Kill,zebra,Wet,30.54280803
O06,Kill,zebra,Wet,45.13624115
O07,Kill,zebra,Wet,52.02695425
O08,Kill,zebra,Wet,51.81435826
O09,Kill,zebra,Wet,58.52810911
O10,Kill,zebra,Wet,57.95239843
O11,Kill,zebra,Wet,54.68379112
O12,Kill,zebra,Wet,50.65969001
O13,Kill,zebra,Wet,46.97879505
P04,Kill,zebra,Wet,12.15225881
P05,Kill,zebra,Wet,19.1503277
P06,Kill,zebra,Wet,27.77181265
P06,Kill,zebra,Wet,27.77181265
P07,Kill,zebra,Wet,39.40773727
P08,Kill,zebra,Wet,47.67031537
P09,Kill,zebra,Wet,53.2612163
P10,Kill,zebra,Wet,57.32249206
P11,Kill,zebra,Wet,57.20864831
P12,Kill,zebra,Wet,54.96044296
P13,Kill,zebra,Wet,48.21924694
Q05,Kill,zebra,Wet,12.26145494
Q06,Kill,zebra,Wet,18.43479783
Q07,Kill,zebra,Wet,26.34579297
Q08,Kill,zebra,Wet,39.63044666
Q09,Kill,zebra,Wet,50.03942612
Q10,Kill,zebra,Wet,55.79621602
Q11,Kill,zebra,Wet,59.10768731
Q12,Kill,zebra,Wet,58.99139933
Q13,Kill,zebra,Wet,56.58445048
R05,Kill,zebra,Wet,8.209159085
R06,Kill,zebra,Wet,13.07178599
R07,Kill,zebra,Wet,20.42387623
R08,Kill,zebra,Wet,32.85764454
R09,Kill,zebra,Wet,48.41922927
R10,Kill,zebra,Wet,56.3584539
R11,Kill,zebra,Wet,60.81369933
R12,Kill,zebra,Wet,61.35220119
R13,Kill,zebra,Wet,59.22417701
S07,Kill,zebra,Wet,17.39656184
S08,Kill,zebra,Wet,29.7098817
S09,Kill,zebra,Wet,47.81986757
S10,Kill,zebra,Wet,58.23987297
S11,Kill,zebra,Wet,63.35543404
S12,Kill,zebra,Wet,63.41683935
S13,Kill,zebra,Wet,59.39926677
T08,Kill,zebra,Wet,27.27944002
T09,Kill,zebra,Wet,47.42189885
T10,Kill,zebra,Wet,59.57460006
T11,Kill,zebra,Wet,63.97380758
T12,Kill,zebra,Wet,63.78735604
T13,Kill,zebra,Wet,50.71173253
U09,Kill,zebra,Wet,43.99286408
U10,Kill,zebra,Wet,57.66546604
U11,Kill,zebra,Wet,63.91162613
U12,Kill,zebra,Wet,62.74364266
U13,Kill,zebra,Wet,53.85908293
V10,Kill,zebra,Wet,51.12924286
B03,Kill,zebra,Dry,56.2721788
B04,Kill,zebra,Dry,68.32626785
B05,Kill,zebra,Dry,54.3791998
B06,Kill,zebra,Dry,48.21173188
B07,Kill,zebra,Dry,39.77438999
B08,Kill,zebra,Dry,32.08602695
C02,Kill,zebra,Dry,76.78388575
C03,Kill,zebra,Dry,85.01228922
C04,Kill,zebra,Dry,77.98768949
C05,Kill,zebra,Dry,73.51704443
C06,Kill,zebra,Dry,64.28382889
C07,Kill,zebra,Dry,52.15208281
C08,Kill,zebra,Dry,44.38046741
C09,Kill,zebra,Dry,30.83434089
C10,Kill,zebra,Dry,26.05372938
C11,Kill,zebra,Dry,12.40430119
C12,Kill,zebra,Dry,8.572856584
C13,Kill,zebra,Dry,7.706903044
D02,Kill,zebra,Dry,82.47509964
D03,Kill,zebra,Dry,91.03588122
D04,Kill,zebra,Dry,96.35746329
D05,Kill,zebra,Dry,91.30334603
D06,Kill,zebra,Dry,77.18226879
D07,Kill,zebra,Dry,63.2531522
D08,Kill,zebra,Dry,48.68517547
D09,Kill,zebra,Dry,38.57376725
D10,Kill,zebra,Dry,28.58203034
D11,Kill,zebra,Dry,20.69574545
D12,Kill,zebra,Dry,17.08442468
D13,Kill,zebra,Dry,10.04997176
E01,Kill,zebra,Dry,75.99320945
E02,Kill,zebra,Dry,90.24719723
E03,Kill,zebra,Dry,98.45427496
E04,Kill,zebra,Dry,98.75877875
E05,Kill,zebra,Dry,93.49591108
E06,Kill,zebra,Dry,83.8495308
E07,Kill,zebra,Dry,70.48754745
E08,Kill,zebra,Dry,57.12698272
E09,Kill,zebra,Dry,41.042398
E10,Kill,zebra,Dry,32.85078293
E11,Kill,zebra,Dry,26.08304931
E12,Kill,zebra,Dry,18.4004171
E13,Kill,zebra,Dry,13.99667215
F01,Kill,zebra,Dry,72.24549571
F02,Kill,zebra,Dry,85.48246906
F03,Kill,zebra,Dry,92.11871401
F04,Kill,zebra,Dry,93.77633671
F05,Kill,zebra,Dry,92.94196595
F06,Kill,zebra,Dry,82.24950004
F07,Kill,zebra,Dry,65.94626161
F08,Kill,zebra,Dry,58.63462882
F09,Kill,zebra,Dry,44.88791864
F10,Kill,zebra,Dry,33.51939163
F11,Kill,zebra,Dry,27.39574915
F12,Kill,zebra,Dry,16.02592911
F13,Kill,zebra,Dry,13.85499371
G01,Kill,zebra,Dry,62.39370044
G02,Kill,zebra,Dry,74.25910127
G03,Kill,zebra,Dry,81.13669148
G04,Kill,zebra,Dry,83.61912481
G05,Kill,zebra,Dry,86.20298189
G06,Kill,zebra,Dry,77.38227623
G07,Kill,zebra,Dry,70.14652838
G08,Kill,zebra,Dry,59.01942235
G09,Kill,zebra,Dry,40.04976181
G11,Kill,zebra,Dry,27.81431715
G12,Kill,zebra,Dry,18.73946778
G13,Kill,zebra,Dry,12.92277778
H01,Kill,zebra,Dry,50.06308889
H02,Kill,zebra,Dry,61.13385246
H03,Kill,zebra,Dry,68.81829073
H04,Kill,zebra,Dry,72.60534982
H05,Kill,zebra,Dry,72.96681441
H06,Kill,zebra,Dry,71.00736876
H07,Kill,zebra,Dry,66.10019776
H08,Kill,zebra,Dry,57.49781901
H09,Kill,zebra,Dry,46.55710655
H10,Kill,zebra,Dry,36.65339067
H11,Kill,zebra,Dry,28.68483924
H12,Kill,zebra,Dry,14.73605911
H13,Kill,zebra,Dry,13.97886542
I02,Kill,zebra,Dry,48.49394645
I03,Kill,zebra,Dry,56.51506464
I04,Kill,zebra,Dry,61.82824984
I05,Kill,zebra,Dry,65.0329226
I06,Kill,zebra,Dry,64.88150626
I07,Kill,zebra,Dry,61.54775428
I08,Kill,zebra,Dry,55.07692836
I09,Kill,zebra,Dry,46.37746083
I10,Kill,zebra,Dry,36.77035347
I11,Kill,zebra,Dry,28.82307508
I12,Kill,zebra,Dry,14.5179588
I13,Kill,zebra,Dry,14.77256569
J02,Kill,zebra,Dry,39.23259977
J03,Kill,zebra,Dry,47.00984975
J04,Kill,zebra,Dry,53.35587276
J05,Kill,zebra,Dry,58.25216193
J06,Kill,zebra,Dry,59.93241377
J07,Kill,zebra,Dry,57.62268825
J08,Kill,zebra,Dry,52.36748577
J09,Kill,zebra,Dry,44.21428366
J10,Kill,zebra,Dry,35.51267188
J11,Kill,zebra,Dry,23.81224647
J12,Kill,zebra,Dry,14.13951162
J13,Kill,zebra,Dry,15.08463352
K03,Kill,zebra,Dry,39.98028235
K04,Kill,zebra,Dry,46.7380449
K05,Kill,zebra,Dry,51.93807066
K06,Kill,zebra,Dry,53.92145521
K07,Kill,zebra,Dry,53.02128105
K08,Kill,zebra,Dry,49.16888867
K09,Kill,zebra,Dry,42.14035843
K10,Kill,zebra,Dry,34.90788466
K11,Kill,zebra,Dry,27.97822485
K12,Kill,zebra,Dry,12.48717349
K13,Kill,zebra,Dry,11.97967819
L03,Kill,zebra,Dry,34.69336918
L04,Kill,zebra,Dry,41.33101101
L05,Kill,zebra,Dry,46.02136644
L06,Kill,zebra,Dry,48.87759124
L07,Kill,zebra,Dry,48.58954957
L08,Kill,zebra,Dry,47.1008713
L09,Kill,zebra,Dry,39.57037832
L10,Kill,zebra,Dry,33.22621084
L11,Kill,zebra,Dry,26.6208534
L12,Kill,zebra,Dry,15.47472734
L13,Kill,zebra,Dry,10.66174476
M03,Kill,zebra,Dry,30.66954472
M04,Kill,zebra,Dry,36.07612531
M05,Kill,zebra,Dry,40.68433817
M06,Kill,zebra,Dry,42.99897933
M07,Kill,zebra,Dry,43.15847548
M08,Kill,zebra,Dry,42.68199859
M09,Kill,zebra,Dry,36.82894936
M10,Kill,zebra,Dry,31.17067238
M11,Kill,zebra,Dry,25.420379
M12,Kill,zebra,Dry,14.68134764
M13,Kill,zebra,Dry,9.157040999
N03,Kill,zebra,Dry,26.80394929
N04,Kill,zebra,Dry,31.77685904
N05,Kill,zebra,Dry,35.73686886
N06,Kill,zebra,Dry,37.99364945
N07,Kill,zebra,Dry,38.5088192
N08,Kill,zebra,Dry,35.12524484
N09,Kill,zebra,Dry,34.85407143
N10,Kill,zebra,Dry,29.502189
N11,Kill,zebra,Dry,23.88971343
N12,Kill,zebra,Dry,11.20865872
N13,Kill,zebra,Dry,9.398539884
O04,Kill,zebra,Dry,27.94538977
O05,Kill,zebra,Dry,31.34157117
O06,Kill,zebra,Dry,33.66835401
O07,Kill,zebra,Dry,34.32689901
O08,Kill,zebra,Dry,31.12807939
O09,Kill,zebra,Dry,29.1390793
O10,Kill,zebra,Dry,27.2067969
O11,Kill,zebra,Dry,21.765772
O12,Kill,zebra,Dry,14.8822765
O13,Kill,zebra,Dry,10.6467899
P04,Kill,zebra,Dry,21.34228654
P05,Kill,zebra,Dry,27.2380723
P06,Kill,zebra,Dry,29.65066535
P06,Kill,zebra,Dry,29.65066535
P07,Kill,zebra,Dry,30.34712051
P08,Kill,zebra,Dry,29.68819593
P09,Kill,zebra,Dry,27.78164033
P10,Kill,zebra,Dry,22.2438929
P11,Kill,zebra,Dry,19.95474372
P12,Kill,zebra,Dry,16.06430595
P13,Kill,zebra,Dry,12.07666766
Q05,Kill,zebra,Dry,19.45068723
Q06,Kill,zebra,Dry,24.78814923
Q07,Kill,zebra,Dry,26.34954864
Q08,Kill,zebra,Dry,26.20082875
Q09,Kill,zebra,Dry,24.70737625
Q10,Kill,zebra,Dry,21.60041849
Q11,Kill,zebra,Dry,18.95362751
Q12,Kill,zebra,Dry,17.79503138
Q13,Kill,zebra,Dry,16.88518515
R05,Kill,zebra,Dry,9.825106959
R06,Kill,zebra,Dry,14.86396426
R07,Kill,zebra,Dry,18.93214006
R08,Kill,zebra,Dry,20.67301631
R09,Kill,zebra,Dry,20.19959961
R10,Kill,zebra,Dry,19.36388817
R11,Kill,zebra,Dry,19.5375779
R12,Kill,zebra,Dry,20.13253462
R13,Kill,zebra,Dry,20.37914672
S07,Kill,zebra,Dry,10.46896339
S08,Kill,zebra,Dry,13.36699086
S09,Kill,zebra,Dry,15.85359649
S10,Kill,zebra,Dry,17.91915186
S11,Kill,zebra,Dry,20.35664271
S12,Kill,zebra,Dry,22.02730647
S13,Kill,zebra,Dry,22.12327643
T08,Kill,zebra,Dry,9.103958286
T09,Kill,zebra,Dry,12.73753775
T10,Kill,zebra,Dry,17.20467612
T11,Kill,zebra,Dry,20.74126815
T12,Kill,zebra,Dry,22.95378294
T13,Kill,zebra,Dry,20.90144637
U09,Kill,zebra,Dry,10.39570068
U10,Kill,zebra,Dry,15.34370857
U11,Kill,zebra,Dry,17.36595919
U12,Kill,zebra,Dry,20.87845784
U13,Kill,zebra,Dry,20.22197002
V10,Kill,zebra,Dry,11.7081833
B03,Kill,buffalo,Wet,29.49959199
B04,Kill,buffalo,Wet,30.99261761
B05,Kill,buffalo,Wet,29.56155286
B06,Kill,buffalo,Wet,25.80947201
B07,Kill,buffalo,Wet,22.23361815
B08,Kill,buffalo,Wet,14.06766927
C02,Kill,buffalo,Wet,40.89169414
C03,Kill,buffalo,Wet,49.40772954
C04,Kill,buffalo,Wet,50.9414466
C05,Kill,buffalo,Wet,48.24236538
C06,Kill,buffalo,Wet,42.62291108
C07,Kill,buffalo,Wet,32.18685388
C08,Kill,buffalo,Wet,23.30345607
C09,Kill,buffalo,Wet,18.3591849
C10,Kill,buffalo,Wet,9.595208496
C11,Kill,buffalo,Wet,10.87627723
C12,Kill,buffalo,Wet,14.66269083
C13,Kill,buffalo,Wet,16.16658124
D02,Kill,buffalo,Wet,54.53793026
D03,Kill,buffalo,Wet,66.94915212
D04,Kill,buffalo,Wet,68.7952235
D05,Kill,buffalo,Wet,64.52737993
D06,Kill,buffalo,Wet,51.88946555
D07,Kill,buffalo,Wet,42.03590228
D08,Kill,buffalo,Wet,28.89330546
D09,Kill,buffalo,Wet,22.63561502
D10,Kill,buffalo,Wet,15.59526368
D11,Kill,buffalo,Wet,14.86633035
D12,Kill,buffalo,Wet,17.34416953
D13,Kill,buffalo,Wet,18.62891868
E01,Kill,buffalo,Wet,53.52491921
E02,Kill,buffalo,Wet,69.98003148
E03,Kill,buffalo,Wet,89.70854878
E04,Kill,buffalo,Wet,94.02018718
E05,Kill,buffalo,Wet,89.07733491
E06,Kill,buffalo,Wet,71.6701961
E07,Kill,buffalo,Wet,50.6290572
E08,Kill,buffalo,Wet,38.66704284
E09,Kill,buffalo,Wet,25.22438393
E10,Kill,buffalo,Wet,20.45718999
E11,Kill,buffalo,Wet,17.17149532
E12,Kill,buffalo,Wet,17.22889893
E13,Kill,buffalo,Wet,18.07348003
F01,Kill,buffalo,Wet,52.37185845
F02,Kill,buffalo,Wet,69.2670798
F03,Kill,buffalo,Wet,91.33937556
F04,Kill,buffalo,Wet,98.91398066
F05,Kill,buffalo,Wet,95.38395907
F06,Kill,buffalo,Wet,80.37442244
F07,Kill,buffalo,Wet,56.99132533
F08,Kill,buffalo,Wet,43.46542786
F09,Kill,buffalo,Wet,32.41015498
F10,Kill,buffalo,Wet,21.39618173
F11,Kill,buffalo,Wet,16.47635462
F12,Kill,buffalo,Wet,12.87351563
F13,Kill,buffalo,Wet,9.783222085
G01,Kill,buffalo,Wet,45.89596173
G02,Kill,buffalo,Wet,60.82378107
G03,Kill,buffalo,Wet,81.2184598
G04,Kill,buffalo,Wet,88.44743349
G05,Kill,buffalo,Wet,85.64777983
G06,Kill,buffalo,Wet,74.92879429
G07,Kill,buffalo,Wet,63.4644747
G08,Kill,buffalo,Wet,43.95767974
G09,Kill,buffalo,Wet,28.09660805
G11,Kill,buffalo,Wet,10.04727825
G12,Kill,buffalo,Wet,5.363423028
G13,Kill,buffalo,Wet,5.994327741
H01,Kill,buffalo,Wet,33.71416208
H02,Kill,buffalo,Wet,43.2228047
H03,Kill,buffalo,Wet,56.26705198
H04,Kill,buffalo,Wet,62.63483345
H05,Kill,buffalo,Wet,62.42981877
H06,Kill,buffalo,Wet,56.62613228
H07,Kill,buffalo,Wet,50.01329241
H08,Kill,buffalo,Wet,37.10650376
H09,Kill,buffalo,Wet,24.87752953
H10,Kill,buffalo,Wet,19.07218557
H11,Kill,buffalo,Wet,5.463666948
H12,Kill,buffalo,Wet,3.62416652
H13,Kill,buffalo,Wet,3.634057646
I02,Kill,buffalo,Wet,33.79350166
I03,Kill,buffalo,Wet,42.38723458
I04,Kill,buffalo,Wet,46.5688387
I05,Kill,buffalo,Wet,46.84208806
I06,Kill,buffalo,Wet,38.2684416
I07,Kill,buffalo,Wet,39.59085443
I08,Kill,buffalo,Wet,30.92556695
I09,Kill,buffalo,Wet,21.81908525
I10,Kill,buffalo,Wet,13.41407869
I11,Kill,buffalo,Wet,4.348165665
I12,Kill,buffalo,Wet,1.113174842
I13,Kill,buffalo,Wet,1.9924396
J02,Kill,buffalo,Wet,25.35595275
J03,Kill,buffalo,Wet,29.37654441
J04,Kill,buffalo,Wet,31.19401408
J05,Kill,buffalo,Wet,31.12685539
J06,Kill,buffalo,Wet,29.07233266
J07,Kill,buffalo,Wet,25.62607149
J08,Kill,buffalo,Wet,22.2665579
J09,Kill,buffalo,Wet,18.4005137
J10,Kill,buffalo,Wet,6.119677788
J11,Kill,buffalo,Wet,1.491618658
J12,Kill,buffalo,Wet,0.832525958
J13,Kill,buffalo,Wet,1.346552551
K03,Kill,buffalo,Wet,23.01838257
K04,Kill,buffalo,Wet,23.15977489
K05,Kill,buffalo,Wet,22.3990554
K06,Kill,buffalo,Wet,23.33967404
K07,Kill,buffalo,Wet,21.69622338
K08,Kill,buffalo,Wet,12.33854207
K09,Kill,buffalo,Wet,6.982356142
K10,Kill,buffalo,Wet,3.149580086
K11,Kill,buffalo,Wet,0.741678983
K12,Kill,buffalo,Wet,0.34940259
K13,Kill,buffalo,Wet,0.4623794
L03,Kill,buffalo,Wet,20.27618052
L04,Kill,buffalo,Wet,19.97426418
L05,Kill,buffalo,Wet,19.4066303
L06,Kill,buffalo,Wet,17.44070138
L07,Kill,buffalo,Wet,13.38270214
L08,Kill,buffalo,Wet,7.152153844
L09,Kill,buffalo,Wet,2.627724538
L10,Kill,buffalo,Wet,1.755911356
L11,Kill,buffalo,Wet,0.270506129
L12,Kill,buffalo,Wet,0.165831751
L13,Kill,buffalo,Wet,0.253807401
M03,Kill,buffalo,Wet,16.31167306
M04,Kill,buffalo,Wet,14.81516745
M05,Kill,buffalo,Wet,13.85809591
M06,Kill,buffalo,Wet,12.52877264
M07,Kill,buffalo,Wet,8.263615436
M08,Kill,buffalo,Wet,4.949757772
M09,Kill,buffalo,Wet,2.471019608
M10,Kill,buffalo,Wet,0.494323663
M11,Kill,buffalo,Wet,0.155126839
M12,Kill,buffalo,Wet,0.119209523
M13,Kill,buffalo,Wet,0.131771489
N03,Kill,buffalo,Wet,15.05472123
N04,Kill,buffalo,Wet,12.81286825
N05,Kill,buffalo,Wet,11.69885756
N06,Kill,buffalo,Wet,9.700432163
N07,Kill,buffalo,Wet,7.463425424
N08,Kill,buffalo,Wet,2.488823703
N09,Kill,buffalo,Wet,1.664152822
N10,Kill,buffalo,Wet,0.384144713
N11,Kill,buffalo,Wet,0.132805788
N12,Kill,buffalo,Wet,0.110003665
N13,Kill,buffalo,Wet,0.112509465
O04,Kill,buffalo,Wet,11.20696454
O05,Kill,buffalo,Wet,8.953733476
O06,Kill,buffalo,Wet,6.335298176
O07,Kill,buffalo,Wet,3.749966291
O08,Kill,buffalo,Wet,2.321906288
O09,Kill,buffalo,Wet,0.634891531
O10,Kill,buffalo,Wet,0.270949546
O11,Kill,buffalo,Wet,0.126953345
O12,Kill,buffalo,Wet,0.111729634
O13,Kill,buffalo,Wet,0.108163784
P04,Kill,buffalo,Wet,9.606857987
P05,Kill,buffalo,Wet,6.610102796
P06,Kill,buffalo,Wet,3.994049874
P06,Kill,buffalo,Wet,3.994049874
P07,Kill,buffalo,Wet,1.689311619
P08,Kill,buffalo,Wet,0.993383239
P09,Kill,buffalo,Wet,0.440300544
P10,Kill,buffalo,Wet,0.250536591
P11,Kill,buffalo,Wet,0.148994751
P12,Kill,buffalo,Wet,0.148337652
P13,Kill,buffalo,Wet,0.110919931
Q05,Kill,buffalo,Wet,3.444526588
Q06,Kill,buffalo,Wet,1.626950208
Q07,Kill,buffalo,Wet,0.927335653
Q08,Kill,buffalo,Wet,0.755605083
Q09,Kill,buffalo,Wet,0.699044583
Q10,Kill,buffalo,Wet,0.630514898
Q11,Kill,buffalo,Wet,0.445723793
Q12,Kill,buffalo,Wet,0.302000752
Q13,Kill,buffalo,Wet,0.164368292
R05,Kill,buffalo,Wet,1.359082625
R06,Kill,buffalo,Wet,0.691938089
R07,Kill,buffalo,Wet,0.821593062
R08,Kill,buffalo,Wet,1.686787566
R09,Kill,buffalo,Wet,2.676783485
R10,Kill,buffalo,Wet,2.832914176
R11,Kill,buffalo,Wet,2.057823849
R12,Kill,buffalo,Wet,1.263923318
R13,Kill,buffalo,Wet,0.453581454
S07,Kill,buffalo,Wet,1.311650219
S08,Kill,buffalo,Wet,3.3496718
S09,Kill,buffalo,Wet,5.63155788
S10,Kill,buffalo,Wet,6.048973227
S11,Kill,buffalo,Wet,5.901958308
S12,Kill,buffalo,Wet,2.695853669
S13,Kill,buffalo,Wet,0.919707823
T08,Kill,buffalo,Wet,7.089244438
T09,Kill,buffalo,Wet,11.86687055
T10,Kill,buffalo,Wet,12.64756448
T11,Kill,buffalo,Wet,9.019441264
