wet.dry,pd.day,pop.unit,site.id,var.measure,var.measure.unit,var.val
Wet,Day,Topi,E06,Prey abundance (index),Index,21
Dry,Day,Topi,E06,Prey abundance (index),Index,2
Wet,Night,Topi,E06,Prey abundance (index),Index,37
Dry,Night,Topi,E06,Prey abundance (index),Index,51
Wet,Day,Topi,E07,Prey abundance (index),Index,9
Dry,Day,Topi,E07,Prey abundance (index),Index,37
Wet,Night,Topi,E07,Prey abundance (index),Index,8
Dry,Night,Topi,E07,Prey abundance (index),Index,13
Wet,Day,Topi,E08,Prey abundance (index),Index,18
Dry,Day,Topi,E08,Prey abundance (index),Index,3
Wet,Night,Topi,E08,Prey abundance (index),Index,27
Dry,Night,Topi,E08,Prey abundance (index),Index,8
Wet,Day,Topi,E09,Prey abundance (index),Index,47
Dry,Day,Topi,E09,Prey abundance (index),Index,41
Wet,Night,Topi,E09,Prey abundance (index),Index,29
Dry,Night,Topi,E09,Prey abundance (index),Index,51
Wet,Day,Topi,E10,Prey abundance (index),Index,38
Dry,Day,Topi,E10,Prey abundance (index),Index,37
Wet,Night,Topi,E10,Prey abundance (index),Index,27
Dry,Night,Topi,E10,Prey abundance (index),Index,60
Wet,Day,Topi,E11,Prey abundance (index),Index,45
Dry,Day,Topi,E11,Prey abundance (index),Index,1
Wet,Night,Topi,E11,Prey abundance (index),Index,0
Dry,Night,Topi,E11,Prey abundance (index),Index,43
Wet,Day,Topi,E12,Prey abundance (index),Index,47
Dry,Day,Topi,E12,Prey abundance (index),Index,44
Wet,Night,Topi,E12,Prey abundance (index),Index,49
Dry,Night,Topi,E12,Prey abundance (index),Index,23
Wet,Day,Topi,E13,Prey abundance (index),Index,13
Dry,Day,Topi,E13,Prey abundance (index),Index,42
Wet,Night,Topi,E13,Prey abundance (index),Index,2
Dry,Night,Topi,E13,Prey abundance (index),Index,46
Wet,Day,Topi,F01,Prey abundance (index),Index,13
Dry,Day,Topi,F01,Prey abundance (index),Index,14
Wet,Night,Topi,F01,Prey abundance (index),Index,46
Dry,Night,Topi,F01,Prey abundance (index),Index,46
Wet,Day,Topi,F02,Prey abundance (index),Index,11
Dry,Day,Topi,F02,Prey abundance (index),Index,3
Wet,Night,Topi,F02,Prey abundance (index),Index,29
Dry,Night,Topi,F02,Prey abundance (index),Index,11
Wet,Day,Topi,F03,Prey abundance (index),Index,14
Dry,Day,Topi,F03,Prey abundance (index),Index,3
Wet,Night,Topi,F03,Prey abundance (index),Index,7
Dry,Night,Topi,F03,Prey abundance (index),Index,2
Wet,Day,Topi,F04,Prey abundance (index),Index,1
Dry,Day,Topi,F04,Prey abundance (index),Index,30
Wet,Night,Topi,F04,Prey abundance (index),Index,21
Dry,Night,Topi,F04,Prey abundance (index),Index,16
Wet,Day,Topi,F05,Prey abundance (index),Index,50
Dry,Day,Topi,F05,Prey abundance (index),Index,36
Wet,Night,Topi,F05,Prey abundance (index),Index,8
Dry,Night,Topi,F05,Prey abundance (index),Index,14
Wet,Day,Topi,F06,Prey abundance (index),Index,38
Dry,Day,Topi,F06,Prey abundance (index),Index,39
Wet,Night,Topi,F06,Prey abundance (index),Index,43
Dry,Night,Topi,F06,Prey abundance (index),Index,5
Wet,Day,Topi,F07,Prey abundance (index),Index,11
Dry,Day,Topi,F07,Prey abundance (index),Index,14
Wet,Night,Topi,F07,Prey abundance (index),Index,19
Dry,Night,Topi,F07,Prey abundance (index),Index,6
Wet,Day,Topi,F08,Prey abundance (index),Index,48
Dry,Day,Topi,F08,Prey abundance (index),Index,40
Wet,Night,Topi,F08,Prey abundance (index),Index,14
Dry,Night,Topi,F08,Prey abundance (index),Index,42
Wet,Day,Topi,F09,Prey abundance (index),Index,40
Dry,Day,Topi,F09,Prey abundance (index),Index,47
Wet,Night,Topi,F09,Prey abundance (index),Index,33
Dry,Night,Topi,F09,Prey abundance (index),Index,28
Wet,Day,Topi,F10,Prey abundance (index),Index,15
Dry,Day,Topi,F10,Prey abundance (index),Index,6
Wet,Night,Topi,F10,Prey abundance (index),Index,10
Dry,Night,Topi,F10,Prey abundance (index),Index,0
Wet,Day,Topi,F11,Prey abundance (index),Index,13
Dry,Day,Topi,F11,Prey abundance (index),Index,16
Wet,Night,Topi,F11,Prey abundance (index),Index,20
Dry,Night,Topi,F11,Prey abundance (index),Index,22
Wet,Day,Topi,F12,Prey abundance (index),Index,20
Dry,Day,Topi,F12,Prey abundance (index),Index,2
Wet,Night,Topi,F12,Prey abundance (index),Index,24
Dry,Night,Topi,F12,Prey abundance (index),Index,53
Wet,Day,Topi,F13,Prey abundance (index),Index,5
Dry,Day,Topi,F13,Prey abundance (index),Index,47
Wet,Night,Topi,F13,Prey abundance (index),Index,31
Dry,Night,Topi,F13,Prey abundance (index),Index,31
Wet,Day,Topi,G01,Prey abundance (index),Index,8
Dry,Day,Topi,G01,Prey abundance (index),Index,40
Wet,Night,Topi,G01,Prey abundance (index),Index,12
Dry,Night,Topi,G01,Prey abundance (index),Index,6
Wet,Day,Topi,G02,Prey abundance (index),Index,13
Dry,Day,Topi,G02,Prey abundance (index),Index,12
Wet,Night,Topi,G02,Prey abundance (index),Index,40
Dry,Night,Topi,G02,Prey abundance (index),Index,27
Wet,Day,Topi,G03,Prey abundance (index),Index,50
Dry,Day,Topi,G03,Prey abundance (index),Index,56
Wet,Night,Topi,G03,Prey abundance (index),Index,54
Dry,Night,Topi,G03,Prey abundance (index),Index,4
Wet,Day,Topi,G04,Prey abundance (index),Index,32
Dry,Day,Topi,G04,Prey abundance (index),Index,21
Wet,Night,Topi,G04,Prey abundance (index),Index,35
Dry,Night,Topi,G04,Prey abundance (index),Index,29
Wet,Day,Topi,G05,Prey abundance (index),Index,12
Dry,Day,Topi,G05,Prey abundance (index),Index,26
Wet,Night,Topi,G05,Prey abundance (index),Index,10
Dry,Night,Topi,G05,Prey abundance (index),Index,55
Wet,Day,Topi,G06,Prey abundance (index),Index,35
Dry,Day,Topi,G06,Prey abundance (index),Index,24
Wet,Night,Topi,G06,Prey abundance (index),Index,21
Dry,Night,Topi,G06,Prey abundance (index),Index,16
Wet,Day,Topi,G07,Prey abundance (index),Index,22
Dry,Day,Topi,G07,Prey abundance (index),Index,4
Wet,Night,Topi,G07,Prey abundance (index),Index,56
Dry,Night,Topi,G07,Prey abundance (index),Index,17
Wet,Day,Topi,G08,Prey abundance (index),Index,27
Dry,Day,Topi,G08,Prey abundance (index),Index,26
Wet,Night,Topi,G08,Prey abundance (index),Index,58
Dry,Night,Topi,G08,Prey abundance (index),Index,14
Wet,Day,Topi,G09,Prey abundance (index),Index,17
Dry,Day,Topi,G09,Prey abundance (index),Index,12
Wet,Night,Topi,G09,Prey abundance (index),Index,29
Dry,Night,Topi,G09,Prey abundance (index),Index,1
Wet,Day,Topi,G11,Prey abundance (index),Index,6
Dry,Day,Topi,G11,Prey abundance (index),Index,46
Wet,Night,Topi,G11,Prey abundance (index),Index,6
Dry,Night,Topi,G11,Prey abundance (index),Index,34
Wet,Day,Topi,G12,Prey abundance (index),Index,27
Dry,Day,Topi,G12,Prey abundance (index),Index,12
Wet,Night,Topi,G12,Prey abundance (index),Index,8
Dry,Night,Topi,G12,Prey abundance (index),Index,32
Wet,Day,Topi,G13,Prey abundance (index),Index,20
Dry,Day,Topi,G13,Prey abundance (index),Index,58
Dry,Night,Topi,O13,Prey abundance (index),Index,40
Wet,Day,Topi,P04,Prey abundance (index),Index,12
Dry,Day,Topi,P04,Prey abundance (index),Index,12
Wet,Night,Topi,P04,Prey abundance (index),Index,43
Dry,Night,Topi,P04,Prey abundance (index),Index,29
Wet,Day,Topi,P05,Prey abundance (index),Index,9
Dry,Day,Topi,P05,Prey abundance (index),Index,9
Wet,Night,Topi,P05,Prey abundance (index),Index,27
Dry,Night,Topi,P05,Prey abundance (index),Index,28
Wet,Day,Topi,P06,Prey abundance (index),Index,43
Dry,Day,Topi,P06,Prey abundance (index),Index,44
Wet,Night,Topi,P06,Prey abundance (index),Index,34
Dry,Night,Topi,P06,Prey abundance (index),Index,26
Wet,Day,Topi,P07,Prey abundance (index),Index,36
Dry,Day,Topi,P07,Prey abundance (index),Index,9
Wet,Night,Topi,P07,Prey abundance (index),Index,18
Wet,Night,Topi,H04,Prey abundance (index),Index,40
Dry,Night,Topi,H04,Prey abundance (index),Index,35
Wet,Day,Topi,H05,Prey abundance (index),Index,51
Dry,Day,Topi,H05,Prey abundance (index),Index,14
Wet,Night,Topi,H05,Prey abundance (index),Index,5
Dry,Night,Topi,H05,Prey abundance (index),Index,48
Wet,Day,Topi,H06,Prey abundance (index),Index,5
Dry,Day,Topi,H06,Prey abundance (index),Index,14
Wet,Night,Topi,H06,Prey abundance (index),Index,13
Dry,Night,Topi,H06,Prey abundance (index),Index,43
Wet,Day,Topi,H07,Prey abundance (index),Index,12
Dry,Day,Topi,H07,Prey abundance (index),Index,0
Wet,Night,Topi,H07,Prey abundance (index),Index,1
Dry,Night,Topi,H07,Prey abundance (index),Index,59
Wet,Day,Topi,H08,Prey abundance (index),Index,11
Dry,Day,Topi,H08,Prey abundance (index),Index,23
Wet,Night,Topi,H08,Prey abundance (index),Index,31
Dry,Night,Topi,H08,Prey abundance (index),Index,36
Wet,Day,Topi,H09,Prey abundance (index),Index,7
Dry,Day,Topi,H09,Prey abundance (index),Index,23
Wet,Night,Topi,H09,Prey abundance (index),Index,3
Dry,Night,Topi,H09,Prey abundance (index),Index,32
Wet,Day,Topi,H10,Prey abundance (index),Index,36
Dry,Day,Topi,H10,Prey abundance (index),Index,32
Wet,Night,Topi,H10,Prey abundance (index),Index,15
Dry,Night,Topi,H10,Prey abundance (index),Index,4
Wet,Day,Topi,H11,Prey abundance (index),Index,26
Dry,Day,Topi,H11,Prey abundance (index),Index,2
Wet,Night,Topi,H11,Prey abundance (index),Index,29
Dry,Night,Topi,H11,Prey abundance (index),Index,4
Wet,Day,Topi,H12,Prey abundance (index),Index,39
Dry,Day,Topi,H12,Prey abundance (index),Index,26
Wet,Night,Topi,H12,Prey abundance (index),Index,40
Dry,Night,Topi,H12,Prey abundance (index),Index,62
Wet,Day,Topi,H13,Prey abundance (index),Index,30
Dry,Day,Topi,H13,Prey abundance (index),Index,46
Wet,Night,Topi,H13,Prey abundance (index),Index,5
Dry,Night,Topi,H13,Prey abundance (index),Index,15
Wet,Day,Topi,I02,Prey abundance (index),Index,36
Dry,Day,Topi,I02,Prey abundance (index),Index,59
Wet,Night,Topi,I02,Prey abundance (index),Index,4
Dry,Night,Topi,I02,Prey abundance (index),Index,27
Wet,Day,Topi,I03,Prey abundance (index),Index,21
Dry,Day,Topi,I03,Prey abundance (index),Index,48
Wet,Night,Topi,I03,Prey abundance (index),Index,18
Dry,Night,Topi,I03,Prey abundance (index),Index,21
Wet,Day,Topi,I04,Prey abundance (index),Index,6
Dry,Day,Topi,I04,Prey abundance (index),Index,33
Wet,Night,Topi,I04,Prey abundance (index),Index,34
Dry,Night,Topi,I04,Prey abundance (index),Index,19
Wet,Day,Topi,I05,Prey abundance (index),Index,16
Dry,Day,Topi,I05,Prey abundance (index),Index,19
Wet,Night,Topi,I05,Prey abundance (index),Index,24
Dry,Night,Topi,I05,Prey abundance (index),Index,37
Wet,Day,Topi,I06,Prey abundance (index),Index,18
Dry,Day,Topi,I06,Prey abundance (index),Index,39
Wet,Night,Topi,I06,Prey abundance (index),Index,20
Dry,Night,Topi,I06,Prey abundance (index),Index,30
Wet,Day,Topi,I07,Prey abundance (index),Index,22
Dry,Day,Topi,I07,Prey abundance (index),Index,5
Wet,Night,Topi,I07,Prey abundance (index),Index,19
Dry,Night,Topi,I07,Prey abundance (index),Index,17
Wet,Day,Topi,I08,Prey abundance (index),Index,14
Dry,Day,Topi,I08,Prey abundance (index),Index,11
Wet,Night,Topi,I08,Prey abundance (index),Index,42
Dry,Night,Topi,I08,Prey abundance (index),Index,21
Wet,Day,Topi,I09,Prey abundance (index),Index,39
Dry,Day,Topi,I09,Prey abundance (index),Index,8
Wet,Night,Topi,I09,Prey abundance (index),Index,44
Dry,Night,Topi,I09,Prey abundance (index),Index,62
Wet,Day,Topi,I10,Prey abundance (index),Index,15
Dry,Day,Topi,I10,Prey abundance (index),Index,3
Wet,Night,Topi,I10,Prey abundance (index),Index,28
Dry,Night,Topi,I10,Prey abundance (index),Index,39
Wet,Day,Topi,I11,Prey abundance (index),Index,42
Dry,Day,Topi,I11,Prey abundance (index),Index,26
Wet,Night,Topi,I11,Prey abundance (index),Index,34
Dry,Night,Topi,I11,Prey abundance (index),Index,15
Wet,Day,Topi,I12,Prey abundance (index),Index,31
Dry,Day,Topi,I12,Prey abundance (index),Index,33
Wet,Night,Topi,I12,Prey abundance (index),Index,29
Dry,Night,Topi,I12,Prey abundance (index),Index,9
Wet,Day,Topi,I13,Prey abundance (index),Index,56
Dry,Day,Topi,I13,Prey abundance (index),Index,5
Wet,Night,Topi,I13,Prey abundance (index),Index,12
Dry,Night,Topi,I13,Prey abundance (index),Index,29
Wet,Day,Topi,J02,Prey abundance (index),Index,15
Dry,Day,Topi,J02,Prey abundance (index),Index,19
Wet,Night,Topi,J02,Prey abundance (index),Index,24
Dry,Night,Topi,J02,Prey abundance (index),Index,8
Wet,Day,Topi,J03,Prey abundance (index),Index,23
Dry,Day,Topi,J03,Prey abundance (index),Index,12
Wet,Night,Topi,J03,Prey abundance (index),Index,34
Dry,Night,Topi,J03,Prey abundance (index),Index,49
Wet,Day,Topi,J04,Prey abundance (index),Index,31
Dry,Day,Topi,J04,Prey abundance (index),Index,33
Wet,Night,Topi,J04,Prey abundance (index),Index,23
Dry,Night,Topi,J04,Prey abundance (index),Index,27
Wet,Day,Topi,J05,Prey abundance (index),Index,39
Dry,Day,Topi,J05,Prey abundance (index),Index,27
Wet,Night,Topi,J05,Prey abundance (index),Index,26
Dry,Night,Topi,J05,Prey abundance (index),Index,12
Wet,Day,Topi,J06,Prey abundance (index),Index,22
Dry,Day,Topi,J06,Prey abundance (index),Index,8
Wet,Night,Topi,J06,Prey abundance (index),Index,26
Dry,Night,Topi,J06,Prey abundance (index),Index,44
Wet,Day,Topi,J07,Prey abundance (index),Index,31
Dry,Day,Topi,J07,Prey abundance (index),Index,2
Wet,Night,Topi,J07,Prey abundance (index),Index,7
Dry,Night,Topi,J07,Prey abundance (index),Index,16
Wet,Day,Topi,J08,Prey abundance (index),Index,4
Dry,Day,Topi,J08,Prey abundance (index),Index,35
Wet,Night,Topi,J08,Prey abundance (index),Index,15
Dry,Night,Topi,J08,Prey abundance (index),Index,6
Wet,Day,Topi,J09,Prey abundance (index),Index,6
Dry,Day,Topi,J09,Prey abundance (index),Index,49
Wet,Night,Topi,J09,Prey abundance (index),Index,35
Dry,Night,Topi,J09,Prey abundance (index),Index,40
Wet,Day,Topi,J10,Prey abundance (index),Index,12
Dry,Day,Topi,J10,Prey abundance (index),Index,5
Wet,Night,Topi,J10,Prey abundance (index),Index,40
Dry,Night,Topi,J10,Prey abundance (index),Index,19
Wet,Day,Topi,J11,Prey abundance (index),Index,20
Dry,Day,Topi,J11,Prey abundance (index),Index,2
Wet,Night,Topi,J11,Prey abundance (index),Index,5
Dry,Night,Topi,J11,Prey abundance (index),Index,12
Wet,Day,Topi,J12,Prey abundance (index),Index,23
Dry,Day,Topi,C08,Prey abundance (index),Index,11
Wet,Night,Topi,C08,Prey abundance (index),Index,39
Dry,Night,Topi,C08,Prey abundance (index),Index,34
Wet,Day,Topi,C09,Prey abundance (index),Index,32
Dry,Day,Topi,C09,Prey abundance (index),Index,45
Wet,Night,Topi,C09,Prey abundance (index),Index,11
Dry,Night,Topi,C09,Prey abundance (index),Index,2
Wet,Day,Topi,C10,Prey abundance (index),Index,3
Dry,Day,Topi,C10,Prey abundance (index),Index,53
Wet,Night,Topi,C10,Prey abundance (index),Index,6
Dry,Night,Topi,C10,Prey abundance (index),Index,49
Wet,Day,Topi,C11,Prey abundance (index),Index,10
Dry,Day,Topi,C11,Prey abundance (index),Index,3
Wet,Night,Topi,C11,Prey abundance (index),Index,29
Dry,Night,Topi,C11,Prey abundance (index),Index,9
Wet,Day,Topi,C12,Prey abundance (index),Index,38
Dry,Day,Topi,K05,Prey abundance (index),Index,16
Wet,Night,Topi,K05,Prey abundance (index),Index,27
Dry,Night,Topi,K05,Prey abundance (index),Index,60
Wet,Day,Topi,K06,Prey abundance (index),Index,40
Dry,Day,Topi,K06,Prey abundance (index),Index,53
Wet,Night,Topi,K06,Prey abundance (index),Index,26
Dry,Night,Topi,K06,Prey abundance (index),Index,36
Wet,Day,Topi,K07,Prey abundance (index),Index,11
Dry,Day,Topi,K07,Prey abundance (index),Index,27
Wet,Night,Topi,K07,Prey abundance (index),Index,9
Dry,Night,Topi,K07,Prey abundance (index),Index,2
Wet,Day,Topi,K08,Prey abundance (index),Index,37
Dry,Day,Topi,K08,Prey abundance (index),Index,21
Wet,Night,Topi,K08,Prey abundance (index),Index,47
Dry,Night,Topi,K08,Prey abundance (index),Index,9
Wet,Day,Topi,K09,Prey abundance (index),Index,4
Dry,Day,Topi,K09,Prey abundance (index),Index,52
Wet,Night,Topi,K09,Prey abundance (index),Index,13
Dry,Night,Topi,K09,Prey abundance (index),Index,23
Wet,Day,Topi,K10,Prey abundance (index),Index,25
Dry,Day,Topi,K10,Prey abundance (index),Index,20
Wet,Night,Topi,K10,Prey abundance (index),Index,44
Dry,Night,Topi,K10,Prey abundance (index),Index,36
Wet,Day,Topi,K11,Prey abundance (index),Index,7
Dry,Day,Topi,K11,Prey abundance (index),Index,20
Wet,Night,Topi,K11,Prey abundance (index),Index,13
Dry,Night,Topi,K11,Prey abundance (index),Index,15
Wet,Day,Topi,K12,Prey abundance (index),Index,4
Dry,Day,Topi,K12,Prey abundance (index),Index,28
Wet,Night,Topi,K12,Prey abundance (index),Index,19
Dry,Night,Topi,K12,Prey abundance (index),Index,23
Wet,Day,Topi,K13,Prey abundance (index),Index,44
Dry,Day,Topi,K13,Prey abundance (index),Index,22
Wet,Night,Topi,K13,Prey abundance (index),Index,4
Dry,Night,Topi,K13,Prey abundance (index),Index,41
Wet,Day,Topi,L03,Prey abundance (index),Index,10
Dry,Day,Topi,L03,Prey abundance (index),Index,55
Wet,Night,Topi,L03,Prey abundance (index),Index,29
Dry,Night,Topi,L03,Prey abundance (index),Index,21
Wet,Day,Topi,L04,Prey abundance (index),Index,8
Dry,Day,Topi,L04,Prey abundance (index),Index,37
Wet,Night,Topi,L04,Prey abundance (index),Index,14
Dry,Night,Topi,L04,Prey abundance (index),Index,42
Wet,Day,Topi,L05,Prey abundance (index),Index,37
Dry,Day,Topi,L05,Prey abundance (index),Index,33
Wet,Night,Topi,L05,Prey abundance (index),Index,13
Dry,Night,Topi,L05,Prey abundance (index),Index,30
Wet,Day,Topi,L06,Prey abundance (index),Index,1
Dry,Day,Topi,L06,Prey abundance (index),Index,35
Wet,Night,Topi,L06,Prey abundance (index),Index,20
Dry,Night,Topi,L06,Prey abundance (index),Index,57
Wet,Day,Topi,L07,Prey abundance (index),Index,51
Dry,Day,Topi,L07,Prey abundance (index),Index,23
Wet,Night,Topi,L07,Prey abundance (index),Index,17
Dry,Night,Topi,L07,Prey abundance (index),Index,37
Wet,Day,Topi,L08,Prey abundance (index),Index,38
Dry,Day,Topi,L08,Prey abundance (index),Index,18
Wet,Night,Topi,L08,Prey abundance (index),Index,42
Dry,Night,Topi,L08,Prey abundance (index),Index,21
Wet,Day,Topi,L09,Prey abundance (index),Index,16
Dry,Day,Topi,L09,Prey abundance (index),Index,3
Wet,Night,Topi,L09,Prey abundance (index),Index,36
Wet,Day,Elephant,B03,Prey abundance (index),Index,10
Dry,Day,Elephant,B03,Prey abundance (index),Index,30
Wet,Night,Elephant,B03,Prey abundance (index),Index,37
Dry,Night,Elephant,B03,Prey abundance (index),Index,29
Wet,Day,Elephant,B04,Prey abundance (index),Index,23
Dry,Day,Elephant,B04,Prey abundance (index),Index,13
Wet,Night,Elephant,B04,Prey abundance (index),Index,25
Dry,Night,Elephant,B04,Prey abundance (index),Index,12
Wet,Day,Elephant,B05,Prey abundance (index),Index,29
Dry,Day,Elephant,B05,Prey abundance (index),Index,46
Wet,Night,Elephant,B05,Prey abundance (index),Index,3
Dry,Night,Elephant,B05,Prey abundance (index),Index,30
Wet,Day,Elephant,B06,Prey abundance (index),Index,5
Dry,Day,Elephant,B06,Prey abundance (index),Index,0
Wet,Night,Elephant,B06,Prey abundance (index),Index,4
Dry,Night,Elephant,B06,Prey abundance (index),Index,0
Wet,Day,Elephant,B07,Prey abundance (index),Index,13
Dry,Day,Elephant,B07,Prey abundance (index),Index,11
Wet,Night,Elephant,B07,Prey abundance (index),Index,14
Dry,Night,Elephant,B07,Prey abundance (index),Index,25
Wet,Day,Elephant,B08,Prey abundance (index),Index,29
Dry,Day,Elephant,B08,Prey abundance (index),Index,33
Wet,Night,Elephant,B08,Prey abundance (index),Index,26
Dry,Night,Elephant,B08,Prey abundance (index),Index,17
Wet,Day,Elephant,C02,Prey abundance (index),Index,10
Dry,Day,Elephant,C02,Prey abundance (index),Index,47
Wet,Night,Elephant,C02,Prey abundance (index),Index,36
Dry,Night,Elephant,C02,Prey abundance (index),Index,4
Wet,Day,Elephant,C03,Prey abundance (index),Index,24
Dry,Day,Elephant,C03,Prey abundance (index),Index,18
Wet,Night,Elephant,C03,Prey abundance (index),Index,23
Dry,Night,Elephant,C03,Prey abundance (index),Index,16
Wet,Day,Elephant,C04,Prey abundance (index),Index,47
Dry,Day,Elephant,C04,Prey abundance (index),Index,1
Wet,Night,Elephant,C04,Prey abundance (index),Index,43
Dry,Night,Elephant,C04,Prey abundance (index),Index,4
Wet,Day,Elephant,C05,Prey abundance (index),Index,6
Dry,Day,Elephant,C05,Prey abundance (index),Index,21
Wet,Night,Elephant,C05,Prey abundance (index),Index,46
Dry,Night,Elephant,C05,Prey abundance (index),Index,10
Wet,Day,Elephant,C06,Prey abundance (index),Index,46
Dry,Day,Elephant,C06,Prey abundance (index),Index,41
Wet,Night,Elephant,C06,Prey abundance (index),Index,3
Dry,Night,Elephant,C06,Prey abundance (index),Index,23
Wet,Day,Elephant,C07,Prey abundance (index),Index,20
Dry,Day,Elephant,C07,Prey abundance (index),Index,25
Wet,Night,Elephant,C07,Prey abundance (index),Index,48
Dry,Night,Elephant,C07,Prey abundance (index),Index,24
Wet,Day,Elephant,C08,Prey abundance (index),Index,47
Dry,Day,Elephant,C08,Prey abundance (index),Index,26
Wet,Night,Elephant,C08,Prey abundance (index),Index,20
Dry,Night,Elephant,C08,Prey abundance (index),Index,0
Wet,Day,Elephant,C09,Prey abundance (index),Index,9
Dry,Day,Elephant,C09,Prey abundance (index),Index,46
Wet,Night,Elephant,C09,Prey abundance (index),Index,45
Dry,Night,Elephant,C09,Prey abundance (index),Index,29
Wet,Day,Elephant,C10,Prey abundance (index),Index,31
Dry,Day,Elephant,C10,Prey abundance (index),Index,17
Wet,Night,Elephant,C10,Prey abundance (index),Index,36
Dry,Night,Elephant,C10,Prey abundance (index),Index,28
Wet,Day,Elephant,C11,Prey abundance (index),Index,11
Dry,Day,Elephant,C11,Prey abundance (index),Index,15
Wet,Night,Elephant,C11,Prey abundance (index),Index,2
Dry,Night,Elephant,C11,Prey abundance (index),Index,53
Wet,Day,Elephant,C12,Prey abundance (index),Index,18
Dry,Day,Elephant,C12,Prey abundance (index),Index,42
Wet,Night,Elephant,C12,Prey abundance (index),Index,5
Dry,Night,Elephant,C12,Prey abundance (index),Index,1
Wet,Day,Elephant,C13,Prey abundance (index),Index,22
Dry,Day,Elephant,C13,Prey abundance (index),Index,15
Wet,Night,Elephant,C13,Prey abundance (index),Index,21
Dry,Night,Elephant,C13,Prey abundance (index),Index,40
Wet,Day,Elephant,D02,Prey abundance (index),Index,28
Dry,Day,Elephant,D02,Prey abundance (index),Index,42
Wet,Night,Elephant,D02,Prey abundance (index),Index,22
Dry,Night,Elephant,D02,Prey abundance (index),Index,49
Wet,Day,Elephant,D03,Prey abundance (index),Index,60
Dry,Day,Elephant,D03,Prey abundance (index),Index,24
Wet,Night,Elephant,D03,Prey abundance (index),Index,7
Dry,Night,Elephant,D03,Prey abundance (index),Index,14
Wet,Day,Elephant,D04,Prey abundance (index),Index,38
Dry,Day,Elephant,D04,Prey abundance (index),Index,16
Wet,Night,Elephant,D04,Prey abundance (index),Index,34
Dry,Night,Elephant,D04,Prey abundance (index),Index,10
Wet,Day,Elephant,D05,Prey abundance (index),Index,28
Dry,Day,Elephant,D05,Prey abundance (index),Index,52
Wet,Night,Elephant,D05,Prey abundance (index),Index,32
Dry,Night,Elephant,D05,Prey abundance (index),Index,3
Wet,Day,Elephant,D06,Prey abundance (index),Index,37
Dry,Day,Elephant,D06,Prey abundance (index),Index,21
Wet,Night,Elephant,D06,Prey abundance (index),Index,16
Dry,Night,Elephant,D06,Prey abundance (index),Index,31
Wet,Day,Elephant,D07,Prey abundance (index),Index,6
Dry,Day,Elephant,D07,Prey abundance (index),Index,22
Wet,Night,Elephant,D07,Prey abundance (index),Index,3
Dry,Night,Elephant,D07,Prey abundance (index),Index,11
Wet,Day,Elephant,D08,Prey abundance (index),Index,23
Dry,Day,Elephant,D08,Prey abundance (index),Index,10
Wet,Night,Elephant,D08,Prey abundance (index),Index,47
Dry,Night,Elephant,D08,Prey abundance (index),Index,33
Wet,Day,Elephant,D09,Prey abundance (index),Index,6
Dry,Day,Elephant,D09,Prey abundance (index),Index,16
Wet,Night,Elephant,D09,Prey abundance (index),Index,22
Dry,Night,Elephant,D09,Prey abundance (index),Index,68
Wet,Day,Elephant,D10,Prey abundance (index),Index,29
Dry,Day,Elephant,D10,Prey abundance (index),Index,14
Wet,Night,Elephant,D10,Prey abundance (index),Index,27
Dry,Night,Elephant,D10,Prey abundance (index),Index,48
Wet,Day,Elephant,D11,Prey abundance (index),Index,68
Dry,Day,Elephant,D11,Prey abundance (index),Index,26
Wet,Night,Elephant,D11,Prey abundance (index),Index,16
Dry,Night,Elephant,D11,Prey abundance (index),Index,41
Wet,Day,Elephant,D12,Prey abundance (index),Index,12
Dry,Day,Elephant,D12,Prey abundance (index),Index,29
Wet,Night,Elephant,D12,Prey abundance (index),Index,38
Dry,Night,Elephant,D12,Prey abundance (index),Index,24
Wet,Day,Elephant,D13,Prey abundance (index),Index,45
Dry,Day,Elephant,D13,Prey abundance (index),Index,26
Wet,Night,Elephant,D13,Prey abundance (index),Index,2
Dry,Night,Elephant,D13,Prey abundance (index),Index,4
Wet,Day,Elephant,E01,Prey abundance (index),Index,4
Dry,Day,Elephant,E01,Prey abundance (index),Index,19
Wet,Night,Elephant,E01,Prey abundance (index),Index,7
Dry,Night,Elephant,E01,Prey abundance (index),Index,18
Wet,Day,Elephant,E02,Prey abundance (index),Index,18
Dry,Day,Elephant,E02,Prey abundance (index),Index,41
Wet,Night,Elephant,E02,Prey abundance (index),Index,44
Dry,Night,Elephant,E02,Prey abundance (index),Index,32
Wet,Day,Elephant,E03,Prey abundance (index),Index,4
Dry,Day,Elephant,E03,Prey abundance (index),Index,24
Wet,Night,Elephant,E03,Prey abundance (index),Index,4
Dry,Night,Elephant,E03,Prey abundance (index),Index,11
Wet,Day,Elephant,E04,Prey abundance (index),Index,21
Dry,Day,Elephant,E04,Prey abundance (index),Index,26
Wet,Night,Elephant,E04,Prey abundance (index),Index,8
Dry,Night,Elephant,E04,Prey abundance (index),Index,1
Wet,Day,Elephant,E05,Prey abundance (index),Index,12
Dry,Day,Elephant,E05,Prey abundance (index),Index,29
Wet,Night,Elephant,E05,Prey abundance (index),Index,57
Dry,Night,Elephant,E05,Prey abundance (index),Index,39
Wet,Day,Elephant,E06,Prey abundance (index),Index,36
Dry,Day,Elephant,E06,Prey abundance (index),Index,2
